,Unnamed: 0,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe.1
10,0,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0002.jpg,True,True,0.3585660457611084,0.3585660458,47.68462777137756,45.76184415817261,1.922783613204956,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.14,1.91,11%,0:45.37,0.0,0.0,0.0,0.0,157752.0,0.0,0.0,64457.0,59142.0,448.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,174.566,203.748,201.06,7.469,5.248,5.413,6.593,5.311,6.163,8.516,6.071,15.098,7.508,4.846,47.973,33068.3630000001,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,44407.451,0.06,0.075,256.704,36.819,10606.911,10605.074,0.002,33800.538,19986910.0,19986398.0,10532.0,10532.0,19437193.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,0.3585660458,0.3585660458
11,1,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0003.jpg,True,True,0.3939683437347412,0.3939682245,47.63303112983704,45.7065269947052,1.926504135131836,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.05,1.84,10%,0:44.91,0.0,0.0,0.0,0.0,157916.0,0.0,0.0,64459.0,58554.0,519.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,175.006,204.655,203.734,6.866,5.148,4.71,6.675,5.136,5.287,7.644,6.097,15.171,6.956,5.033,48.736,32384.0439999999,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,44009.249,0.039,0.049,204.441,42.545,10878.621,10876.816,0.003,33130.626,19986910.0,19986398.0,10532.0,10523.0,19437193.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,0.3939682245,0.3939682245
12,2,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Johnny_Carson/Johnny_Carson_0001.jpg,False,False,0.9663163274526596,0.9663163424,49.66745615005493,47.74753260612488,1.9199235439300537,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",2.96,1.99,10%,0:47.31,0.0,0.0,0.0,0.0,157988.0,0.0,0.0,64461.0,59652.0,352.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,169.451,202.477,198.75,7.026,5.362,5.044,7.207,6.03,5.662,8.396,6.844,14.089,6.85,4.85,46.922,34256.7309999999,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,46364.02,0.064,0.074,252.891,25.593,11388.339,11386.442,0.002,34975.678,19986910.0,19986398.0,10532.0,10523.0,19437193.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,0.9663163424,0.9663163424
13,3,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Jason_Kapono/Jason_Kapono_0001.jpg,False,False,0.85799740254879,0.8579974174,49.5062940120697,47.5818874835968,1.9244065284729004,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.08,1.98,10%,0:46.92,0.0,0.0,0.0,0.0,157924.0,0.0,0.0,64455.0,59713.0,454.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,170.719,202.137,200.533,6.792,5.101,5.013,7.129,4.651,5.635,8.222,5.795,16.122,7.289,5.045,48.37,34310.2129999999,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,46019.929,0.077,0.086,186.197,51.558,10973.897,10970.705,0.002,35046.03,19986910.0,19986398.0,10532.0,10532.0,19437193.0,19437193.0,19437184.0,19437193.0,0.0,0.0,549717.0,549205.0,0.8579974174,0.8579974174
14,0,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0002.jpg,True,True,0.4174291491508484,0.4174290299,51.08897042274475,49.16301250457764,1.9259579181671145,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",2.86,2.09,10%,0:48.74,0.0,0.0,0.0,0.0,157712.0,0.0,0.0,64454.0,59413.0,493.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,170.467,199.817,199.57,7.728,4.935,5.567,6.287,5.608,5.121,8.208,6.047,14.623,7.005,4.777,47.127,35744.237,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,47777.661,0.056,0.082,271.433,35.77,11311.296,11308.761,0.002,36466.362,19986910.0,19986398.0,10532.0,10531.0,19437193.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,0.4174290299,0.4174290299
15,1,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/Natalie_Stewart/Natalie_Stewart_0001.jpg,False,False,1.0427652597427368,1.0427652597,50.768266677856445,48.81408357620239,1.9541831016540527,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",2.99,1.89,10%,0:48.40,0.0,0.0,0.0,0.0,157896.0,0.0,0.0,64460.0,59016.0,377.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,173.271,203.586,201.666,7.643,5.503,6.628,6.492,5.012,5.113,8.384,6.158,14.935,7.721,5.127,51.508,35665.2750000001,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,47526.668,0.094,0.125,189.021,29.827,11125.273,11122.92,0.001,36401.394,19986910.0,19986398.0,10532.0,10531.0,19437193.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,1.0427652597,1.0427652597
16,0,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0002.jpg,True,True,0.5645234286785126,0.5645234585,47.42809367179871,45.50830912590027,1.9197845458984373,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.14,1.86,11%,0:45.05,0.0,0.0,0.0,0.0,157592.0,0.0,0.0,64459.0,59970.0,712.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,174.605,205.685,204.298,6.852,5.138,5.364,6.517,4.893,5.041,7.905,5.901,15.103,7.898,4.956,48.5,34079.8719999998,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,44141.913,0.06,0.07,234.579,29.224,9329.448,9327.363,0.002,34812.462,19986910.0,19986398.0,10532.0,10532.0,19437193.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,0.5645234585,0.5645234585
17,1,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.jpg,False,True,0.7963256239891052,0.7963255644,49.06390452384949,47.151174545288086,1.9127299785614011,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.11,1.95,10%,0:46.30,0.0,0.0,0.0,0.0,157704.0,0.0,0.0,64458.0,60413.0,523.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,174.251,204.105,204.285,6.977,5.113,5.17,6.87,5.259,5.978,8.023,6.096,14.758,7.6,4.998,49.741,34820.425,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,45425.584,0.037,0.044,183.734,34.027,9867.826,9865.311,0.002,35557.755,19986919.0,19986398.0,10523.0,10532.0,19437202.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,0.7963255644,0.7963255644
18,2,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Torri_Edwards/Torri_Edwards_0001.jpg,False,False,0.8523377478122711,0.852337718,50.15850806236267,48.24123811721802,1.917269945144653,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.15,1.87,10%,0:47.84,0.0,0.0,0.0,0.0,157932.0,0.0,0.0,64459.0,60297.0,736.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,172.055,200.259,196.126,7.147,5.091,5.173,6.549,5.06,5.959,8.095,5.922,15.284,7.189,4.814,47.939,36121.4800000001,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,46939.277,0.1,0.13,200.455,29.478,10101.569,10099.389,0.002,36837.706,19986910.0,19986398.0,10532.0,10532.0,19437193.0,19437193.0,19437184.0,19437193.0,0.0,0.0,549717.0,549205.0,0.852337718,0.852337718
19,3,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Kay_Behrensmeyer/Kay_Behrensmeyer_0001.jpg,False,False,0.8368577212095261,0.8368576765,48.7835214138031,46.84295201301575,1.9405694007873533,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.12,1.87,10%,0:46.43,0.0,0.0,0.0,0.0,157756.0,0.0,0.0,64454.0,60006.0,428.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,171.988,202.182,198.543,6.953,4.98,5.388,6.382,4.693,4.883,8.195,6.006,14.859,7.105,5.029,48.924,34700.092,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,45556.025,0.064,0.08,198.488,30.038,10122.647,10120.452,0.002,35433.375,19986910.0,19986398.0,10532.0,10531.0,19437193.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,0.8368576765,0.8368576765
