,Unnamed: 0,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_client,energy_server,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe.1
10,0,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0002.jpg,True,True,0.3585660457611084,0.3585660458,98.46083903312685,59.663001537323,38.79783749580383,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.69,9.52,74%,0:58.96,0,0,0,0,146196,0,3,61849,72692,48042,0,1136,0,0,0,0,4096,0,not measured,not measured,848.238,928.064,750.453,17.136,13.06,6.206,12.538,12.341,4.871,15.171,14.147,20.29,14.249,12.126,87.985,30733.8,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43323.392,0.743,0.542,29.757,4519.317,9767.921,9725.694,0.013,33555.462,31648990,31648478,49956,49956,31099273,31099273,31099264,31099273,0,0,549717,549205,0.3585660458,0.3585660458
11,1,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0003.jpg,True,True,0.3939683437347412,0.3939682245,98.97387051582336,60.12421870231629,38.84965181350708,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.68,9.35,74%,0:59.40,0,0,0,0,146172,0,11,61846,72808,46780,0,1864,0,0,0,0,4096,0,not measured,not measured,861.846,924.591,765.718,15.074,12.845,6.144,13.343,12.785,5.139,15.346,15.948,22.495,14.674,12.786,92.147,30729.986,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43538.135,0.75,0.583,159.008,4511.733,9956.59,9914.748,0.011,33581.535,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.3939682245,0.3939682245
12,2,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Nur_Jaafar/Nur_Jaafar_0001.jpg,False,False,0.7966496795415878,0.7966496944,97.55128479003906,59.27975225448608,38.27153253555298,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.38,9.13,74%,0:58.57,0,0,0,0,148348,0,22,62351,71765,48266,0,3200,0,0,0,0,4096,0,not measured,not measured,844.275,913.59,753.879,18.437,13.447,7.291,16.375,13.649,4.582,15.631,12.58,20.88,15.212,11.986,92.619,30843.6790000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42902.049,0.657,0.596,22.376,4491.39,9243.202,9201.427,0.013,33658.835,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.7966496944,0.7966496944
13,3,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Marco_Irizarry/Marco_Irizarry_0001.jpg,False,False,0.856540858745575,0.8565408587,98.28869819641112,59.89182019233704,38.3968780040741,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.77,9.64,75%,0:59.19,0,0,0,0,150376,0,3,62876,72557,46728,0,864,0,0,0,0,4096,0,not measured,not measured,848.379,911.116,739.262,19.815,15.009,7.605,15.422,14.418,3.709,15.186,12.315,19.921,14.687,12.186,91.054,30872.278,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43511.467,0.71,0.552,22.614,4491.627,9835.561,9793.834,0.012,33675.895,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.8565408587,0.8565408587
14,0,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0002.jpg,True,True,0.4174291491508484,0.4174290299,100.46334409713744,60.1357479095459,40.32759618759155,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.51,9.48,73%,0:59.48,0,0,0,0,148228,0,3,62401,72532,47653,0,576,0,0,0,0,4096,0,not measured,not measured,846.167,920.951,761.803,19.423,13.729,6.931,16.272,13.01,5.594,14.508,12.44,19.74,14.079,12.405,90.111,30918.3650000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43698.167,0.706,0.533,150.459,4478.801,9950.412,9906.969,0.012,33747.742,31648999,31648478,49947,49956,31099282,31099273,31099273,31099273,0,0,549717,549205,0.4174290299,0.4174290299
15,1,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/Amy_Cotton/Amy_Cotton_0001.jpg,False,False,1.0041408203542233,1.0041408539,99.36090111732484,60.2418258190155,39.119075298309326,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.74,9.51,74%,0:59.54,0,0,0,0,152364,0,18,63373,71246,43567,0,2576,0,0,0,0,4096,0,not measured,not measured,843.009,918.054,736.887,16.779,16.292,6.105,12.207,14.489,4.842,19.059,12.847,22.291,14.765,11.231,90.132,30829.6739999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43978.1,0.743,0.661,65.882,4525.679,10349.373,10307.531,0.012,33628.716,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,1.0041408539,1.0041408539
16,0,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0002.jpg,True,True,0.5645234286785126,0.5645234585,90.57406973838806,59.48513984680176,31.088929891586304,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.89,8.64,74%,0:58.80,0,0,0,0,148220,0,0,62361,70526,46920,0,480,0,0,0,0,4096,0,not measured,not measured,853.173,930.555,752.86,15.105,14.658,5.049,13.434,13.724,5.613,17.128,13.114,18.593,15.604,13.382,94.241,30860.485,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43031.188,0.532,0.508,29.125,4543.073,9336.597,9294.821,0.013,33694.58,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.5645234585,0.5645234585
17,1,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.jpg,False,True,0.7963256239891052,0.7963255644,97.56404376029968,60.35955190658569,37.20449185371399,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.6,9.67,74%,0:59.70,0,0,0,0,146192,0,0,61853,72642,49291,0,336,0,0,0,0,4096,0,not measured,not measured,851.39,918.541,757.66,17.724,15.729,5.255,13.098,12.494,5.198,15.774,13.571,20.524,14.956,11.934,94.998,30812.065,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43968.273,0.648,1.13,19.489,4517.707,10320.599,10278.493,0.012,33647.663,31648999,31648478,49947,49956,31099282,31099273,31099264,31099273,0,0,549717,549205,0.7963255644,0.7963255644
18,2,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Vicente_Fox/Vicente_Fox_0022.jpg,False,False,0.8491671979427338,0.8491671681,98.10253310203552,60.50894212722778,37.59359097480774,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.75,9.54,74%,0:59.83,0,0,0,0,152328,0,0,63387,72966,45820,0,760,0,0,0,0,4096,0,not measured,not measured,856.592,933.565,756.961,16.251,16.091,7.949,15.039,14.693,5.707,17.981,12.697,22.835,15.403,12.735,92.294,30922.293,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43964.785,1.003,0.551,258.286,4530.435,10181.674,10140.095,0.013,33783.099,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.8491671681,0.8491671681
19,3,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Mitchell_Daniels/Mitchell_Daniels_0004.jpg,False,False,0.960231065750122,0.9602310658,98.98896718025208,60.52039456367493,38.46857261657715,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.57,9.43,73%,0:59.73,0,0,0,0,146264,0,0,61849,70074,42366,0,760,0,0,0,0,4096,0,not measured,not measured,836.628,911.392,721.105,14.853,14.946,6.035,14.068,13.256,5.824,16.707,14.879,19.88,14.496,12.0,94.143,30747.1350000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43995.272,0.535,0.509,25.989,4508.806,10476.549,10434.713,0.012,33518.712,31648990,31648478,49956,49956,31099273,31099273,31099265,31099273,0,0,549717,549205,0.9602310658,0.9602310658
20,0,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,True,True,0.2804858684539795,0.2804861069,98.1156566143036,59.602802753448486,38.5128538608551,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.64,8.91,73%,0:58.93,0,0,0,0,146176,0,0,61851,71625,49411,0,760,0,0,0,0,4096,0,not measured,not measured,851.049,913.327,748.925,15.005,14.419,6.688,15.17,14.563,5.735,16.85,12.115,19.947,14.419,11.786,89.063,30966.0830000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43211.439,0.568,0.563,27.509,4511.153,9435.947,9393.97,0.011,33775.482,31648999,31648478,49947,49956,31099282,31099273,31099273,31099273,0,0,549717,549205,0.2804861069,0.2804861069
21,1,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,True,True,0.1713001132011413,0.1713001728,99.70589518547058,59.79598760604858,39.909907579422,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.85,9.53,75%,0:59.07,0,0,0,0,146256,0,30,61836,73068,48345,0,3880,0,0,0,0,4096,0,not measured,not measured,854.064,923.378,749.296,17.784,16.778,7.136,14.389,13.666,5.705,18.015,13.709,19.343,16.456,14.859,92.585,30937.0510000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43407.141,0.547,0.581,21.91,4487.012,9626.356,9575.142,0.011,33780.773,31648990,31648478,49956,49956,31099273,31099282,31099273,31099273,0,0,549717,549196,0.1713001728,0.1713001728
22,2,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Tono_Suratman/Tono_Suratman_0001.jpg,False,False,0.8493620008230209,0.8493620753,98.94416809082033,60.45083165168762,38.49333643913269,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",34.62,9.4,73%,0:59.79,0,0,0,0,154484,0,3,63897,71256,43768,0,416,0,0,0,0,4096,0,not measured,not measured,858.033,941.213,774.376,20.331,16.997,6.84,16.201,14.016,6.752,15.275,14.886,18.567,15.887,15.098,96.02,30774.1489999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,44164.987,0.555,0.526,97.957,4508.611,10505.313,10463.51,0.012,33659.663,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.8493620753,0.8493620753
