,Unnamed: 0,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe.1
10,0,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0002.jpg,True,True,0.3585660457611084,0.3585660458,72.76090240478516,70.825603723526,1.9352986812591555,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.28,1.92,7%,1:10.28,0,0,0,0,176256,0,0.0,68657.0,61918.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,168.147,198.301,198.675,7.182,4.866,5.469,6.124,4.981,4.548,8.56,5.751,13.148,6.618,4.899,46.974,45431.2100000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1339400,8080,69084.916,0.101,0.117,209.562,339.123,22939.884,22938.313,0.001,46145.031,31648990.0,31648478.0,49956.0,49956.0,31099273.0,31099273.0,31099264.0,31099273.0,0.0,0.0,549717.0,549205.0,0.3585660458,0.3585660458
11,1,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0003.jpg,True,True,0.3939683437347412,0.3939682245,77.21074533462524,75.26922035217285,1.9415249824523928,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.38,2.02,7%,1:14.78,0,0,0,0,176200,0,0.0,68663.0,63408.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,166.585,203.384,197.47,7.108,4.852,6.488,6.236,4.614,4.608,7.438,6.007,12.554,6.966,4.995,46.102,47970.112,1878982,8080,1878982,1878982,1740116,596354,0,0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1339400,8080,73652.74,0.073,0.094,159.528,296.855,24969.273,24967.353,0.003,48683.465,31648999.0,31648478.0,49947.0,49956.0,31099282.0,31099273.0,31099273.0,31099273.0,0.0,0.0,549717.0,549205.0,0.3939682245,0.3939682245
12,2,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Lesley_McCulloch/Lesley_McCulloch_0001.jpg,False,False,0.9569682627916336,0.9569682479,72.5757372379303,70.6266860961914,1.949051141738892,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.22,2.01,7%,1:10.13,0,0,0,0,176072,0,0.0,68656.0,63849.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,164.992,197.366,194.315,6.959,4.855,5.131,6.206,4.698,5.405,8.521,5.687,12.843,6.331,4.682,46.423,45328.411,1878982,8080,1878982,1878982,1740116,596354,0,0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1339400,8080,68926.979,0.099,0.128,255.03,264.269,22902.34,22900.624,0.002,46024.637,31648990.0,31648478.0,49956.0,49947.0,31099273.0,31099273.0,31099273.0,31099273.0,0.0,0.0,549717.0,549205.0,0.9569682479,0.9569682479
13,3,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Colleen_Jones/Colleen_Jones_0001.jpg,False,False,0.8356823772192001,0.8356823921,74.55059933662415,72.60470390319824,1.9458954334259035,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.32,2.03,7%,1:12.14,0,0,0,0,176176,0,0.0,68657.0,63655.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,168.255,197.159,201.623,7.037,4.94,5.881,6.063,4.71,4.823,7.448,5.863,13.081,6.72,5.009,49.275,46650.4529999998,1878982,8080,1878982,1878982,1740116,596354,0,0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1339400,8080,70935.324,0.058,0.082,284.246,278.728,23541.974,23540.139,0.002,47393.346,31648990.0,31648478.0,49956.0,49956.0,31099273.0,31099273.0,31099273.0,31099273.0,0.0,0.0,549717.0,549205.0,0.8356823921,0.8356823921
14,0,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0002.jpg,True,True,0.4174291491508484,0.4174290299,75.21563911437988,73.27737641334534,1.938262701034546,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.32,1.97,7%,1:12.81,0,0,0,0,176140,0,0.0,68658.0,63238.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,166.986,198.331,200.289,6.808,5.068,4.923,6.29,4.759,5.499,8.786,6.094,12.509,6.743,4.839,45.804,45292.0609999998,1878982,8080,1878982,1878982,1740116,596354,0,0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1339400,8080,71570.814,0.101,0.124,183.519,393.098,25572.302,25570.148,0.002,45998.511,31648990.0,31648469.0,49956.0,49965.0,31099273.0,31099264.0,31099273.0,31099264.0,0.0,0.0,549717.0,549205.0,0.4174290299,0.4174290299
15,1,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/Oscar_De_La_Hoya/Oscar_De_La_Hoya_0005.jpg,False,False,0.8317375779151917,0.8317375779,74.87020254135132,72.92764377593994,1.942558765411377,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.09,2.1,7%,1:12.44,0,0,0,0,175964,0,1.0,68654.0,62976.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,168.598,196.984,200.709,6.957,4.968,5.136,6.118,4.984,4.853,7.666,5.952,13.203,7.272,4.758,47.807,45197.0219999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1339400,8080,71250.856,0.095,0.128,179.914,328.025,25346.418,25344.856,0.001,45904.436,31648990.0,31648478.0,49956.0,49956.0,31099273.0,31099273.0,31099273.0,31099273.0,0.0,0.0,549717.0,549205.0,0.8317375779,0.8317375779
16,0,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0002.jpg,True,True,0.5645234286785126,0.5645234585,81.70021104812622,79.77245140075684,1.9277596473693848,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.3,2.06,6%,1:19.14,0,0,0,0,176176,0,0.0,68658.0,62656.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,168.429,198.413,197.916,7.211,6.087,5.179,6.188,4.883,4.616,7.68,5.799,17.664,6.916,5.015,48.035,52040.0719999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1339400,8080,77945.047,0.106,0.109,259.462,272.71,25141.908,25138.601,0.003,52803.137,31648990.0,31648478.0,49956.0,49956.0,31099273.0,31099273.0,31099273.0,31099273.0,0.0,0.0,549717.0,549205.0,0.5645234585,0.5645234585
17,1,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.jpg,False,True,0.7963256239891052,0.7963255644,73.34693169593811,71.40655207633972,1.940379619598389,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.2,2.02,7%,1:10.82,0,0,0,0,175968,0,0.0,68655.0,63261.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,168.03,195.389,197.419,6.765,5.087,4.713,6.29,4.448,5.987,7.564,6.027,12.713,6.859,4.902,47.523,44935.601,1878982,8080,1878982,1878982,1740116,596354,0,0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1339400,8080,69692.817,0.1,0.119,189.865,274.191,24043.771,24042.173,0.001,45649.043,31648999.0,31648478.0,49947.0,49956.0,31099282.0,31099273.0,31099273.0,31099273.0,0.0,0.0,549717.0,549205.0,0.7963255644,0.7963255644
18,2,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Takashi_Sorimachi/Takashi_Sorimachi_0002.jpg,False,False,1.016555579379201,1.0165555477,80.69249701499939,78.75661087036133,1.9358861446380613,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.11,1.79,6%,1:18.24,0,0,0,0,175968,0,0.0,68658.0,59644.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,165.962,196.729,198.164,8.034,4.936,5.395,6.566,4.547,4.784,7.284,5.749,12.162,6.435,4.665,44.722,51559.3430000003,1878982,8080,1878982,1878982,1740116,596354,0,0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1339400,8080,77033.435,0.107,0.125,173.447,354.616,24773.1,24771.496,0.002,52260.333,31648999.0,31648478.0,49947.0,49947.0,31099282.0,31099273.0,31099264.0,31099273.0,0.0,0.0,549717.0,549205.0,1.0165555477,1.0165555477
19,3,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Duane_Barber/Duane_Barber_0001.jpg,False,False,0.6675332188606262,0.6675331593,82.56692147254944,80.62099957466125,1.945921897888184,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.1,2.16,6%,1:20.18,0,0,0,0,176184,0,0.0,68658.0,63930.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,162.305,194.131,195.197,6.638,6.007,5.011,6.047,4.734,4.846,7.68,5.835,12.958,7.311,4.986,46.033,50794.1690000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1339400,8080,79006.732,0.078,0.089,239.479,274.601,27517.171,27515.073,0.002,51489.559,31648990.0,31648478.0,49956.0,49956.0,31099273.0,31099273.0,31099273.0,31099273.0,0.0,0.0,549717.0,549205.0,0.6675331593,0.6675331593
