,Unnamed: 0,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe.1
10,0,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0002.jpg,True,True,0.3585660821562112,0.3585660822,128.67673659324646,126.73267841339111,1.944058179855347,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.45,3.02,7%,2:06.23,0,0,0,0,343712,0,0,138937,90330,576,0,0,0,0,0,0,4096,0,0,381.279,481.351,462.994,10.136,6.965,6.167,8.074,6.498,6.494,14.998,7.444,19.545,9.107,7.318,63.266,76009.5359999996,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,124107.588,0.096,0.126,539.678,40.511,46568.748,46561.462,0.003,77538.837,62192439,62191406,10523,10532,60591282,60591273,60591273,60591273,0,0,1601157,1600133,0.3585660822,0.3585660822
11,1,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0003.jpg,True,True,0.393968268196156,0.3939682682,132.715247631073,130.77315521240234,1.9420924186706543,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.06,3.15,7%,2:10.26,0,0,0,0,343708,0,0,138939,89989,773,0,0,0,0,0,0,4096,0,0,374.911,479.107,463.773,10.304,7.086,6.052,8.59,5.997,6.786,13.391,7.282,18.836,9.227,6.557,63.476,75762.5200000008,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,128133.868,0.06,0.074,549.121,36.891,50858.484,50851.459,0.003,77275.382,62192430,62191406,10532,10523,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.3939682682,0.3939682682
12,2,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Toni_Braxton/Toni_Braxton_0002.jpg,False,False,0.8369397869253576,0.8369397869,133.5880823135376,131.65507054328918,1.933011770248413,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.09,3.06,6%,2:11.20,0,0,0,0,343472,0,1,138934,89557,1139,0,0,0,0,0,0,4096,0,0,373.8,483.919,458.998,10.307,7.213,7.041,8.23,6.195,6.78,13.878,7.43,19.645,9.167,6.62,60.918,78810.2210000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,129099.159,0.063,0.08,497.149,30.781,48771.141,48764.986,0.002,80328.016,62192430,62191406,10532,10532,60591273,60591273,60591264,60591273,0,0,1601157,1600133,0.8369397869,0.8369397869
13,3,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Tom_Reilly/Tom_Reilly_0003.jpg,False,False,0.8949108684463333,0.8949108684,130.78886342048645,128.8470332622528,1.9418301582336424,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.04,3.03,7%,2:08.36,0,0,0,0,343428,0,0,138935,90288,513,0,0,0,0,0,0,4096,0,0,374.806,479.013,455.415,10.393,7.051,5.998,8.476,6.334,6.887,14.041,7.639,18.585,9.661,6.293,62.299,73660.3330000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,126247.627,0.084,0.087,536.131,37.689,51078.76,51071.271,0.003,75168.864,62192430,62191406,10532,10532,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.8949108684,0.8949108684
14,0,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0002.jpg,True,True,0.4174291118727222,0.4174291119,125.59960603713988,123.66918635368349,1.930419683456421,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.33,2.95,7%,2:03.15,0,0,0,0,343424,0,0,138928,89795,832,0,0,0,0,0,0,4096,0,0,384.904,490.808,466.939,10.91,7.334,8.502,8.632,7.276,7.314,14.333,7.392,19.743,11.047,7.308,63.948,72566.4540000003,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,121170.054,0.104,0.108,393.865,48.552,47054.385,47047.723,0.002,74115.668,62192430,62191406,10532,10532,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.4174291119,0.4174291119
15,1,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/Michel_Kratochvil/Michel_Kratochvil_0001.jpg,False,False,0.8674161934896235,0.8674161935,126.56094098091124,124.60801792144775,1.952923059463501,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.13,3.03,7%,2:04.13,0,0,0,0,343652,0,0,138937,89447,847,0,0,0,0,0,0,4096,0,0,392.725,490.382,459.49,10.369,7.537,6.334,8.581,6.265,6.606,14.144,7.653,19.961,9.875,7.69,64.092,71802.8750000004,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,121937.068,0.102,0.129,510.42,129.229,48569.604,48557.627,0.003,73367.461,62192439,62191406,10523,10532,60591282,60591273,60591264,60591273,0,0,1601157,1600133,0.8674161935,0.8674161935
16,0,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0002.jpg,True,True,0.5645234572680311,0.5645234573,128.99405312538147,127.06369948387146,1.9303536415100095,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",5.89,3.13,7%,2:06.58,0,0,0,0,343480,0,0,138929,89966,576,0,0,0,0,0,0,4096,0,0,371.225,480.487,455.149,9.899,7.162,6.95,8.201,6.292,7.207,14.077,7.314,17.955,9.946,6.385,62.769,75029.023,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,124531.128,0.1,0.108,471.12,36.139,47998.142,47993.043,0.003,76532.984,62192430,62191406,10532,10532,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.5645234573,0.5645234573
17,1,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.jpg,False,True,0.796325628308976,0.7963256283,134.78609466552734,132.85605669021606,1.9300379753112795,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.21,3.17,7%,2:12.32,0,0,0,0,343456,0,0,138929,89661,587,0,0,0,0,0,0,4096,0,0,367.734,484.073,460.939,10.525,7.53,6.103,8.391,6.018,7.483,13.039,7.371,18.884,9.617,6.38,60.636,79337.192,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,130199.502,0.119,0.109,534.184,37.833,49355.987,49348.463,0.004,80843.512,62192430,62191406,10532,10532,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.7963256283,0.7963256283
18,2,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Eddie_Sutton/Eddie_Sutton_0001.jpg,False,False,0.6677202728863998,0.6677202729,135.93965554237366,133.99311184883118,1.9465436935424805,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.1,3.07,6%,2:13.44,0,0,0,0,343484,0,0,138934,89446,812,0,0,0,0,0,0,4096,0,0,379.387,488.743,456.981,10.048,6.922,7.543,8.916,6.278,6.456,13.759,7.417,20.419,9.736,6.371,64.306,78067.5759999997,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,131385.079,0.102,0.128,479.527,36.544,51786.65,51779.694,0.003,79598.426,62192430,62191406,10532,10523,60591273,60591273,60591264,60591273,0,0,1601157,1600133,0.6677202729,0.6677202729
19,3,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/John_McEnroe/John_McEnroe_0002.jpg,False,False,0.8988093245401402,0.8988093245,128.7580394744873,126.80225443840028,1.955785036087036,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.38,2.86,7%,2:06.25,0,0,0,0,343608,0,0,138932,89310,1034,0,0,0,0,0,0,4096,0,0,383.276,490.519,466.081,10.08,8.542,7.04,8.89,6.355,6.96,13.728,7.591,18.891,9.755,7.112,63.393,70563.5840000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,124167.032,0.099,0.087,507.806,44.698,52062.062,52054.741,0.004,72104.967,62192430,62191406,10532,10531,60591273,60591273,60591264,60591273,0,0,1601157,1600133,0.8988093245,0.8988093245
20,0,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,True,True,0.2804857953493839,0.2804857953,123.4229531288147,121.48463988304138,1.9383132457733157,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.26,3.05,7%,2:00.92,0,0,0,0,343488,0,0,138936,89160,1577,0,0,0,0,0,0,4096,0,0,373.383,486.192,460.255,11.005,7.101,6.271,8.487,6.496,6.492,14.085,7.938,18.86,8.716,6.534,61.375,72518.2969999997,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,118768.477,0.11,0.105,555.806,44.676,44726.487,44717.371,0.003,74041.986,62192430,62191406,10532,10267,60591273,60591273,60591264,60591273,0,0,1601157,1600133,0.2804857953,0.2804857953
21,1,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,True,True,0.1713001553036006,0.1713001553,126.18573904037476,124.24480152130128,1.9409375190734863,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.35,3.1,7%,2:03.63,0,0,0,0,343476,0,0,138936,90025,1137,0,0,0,0,0,0,4096,0,0,373.853,482.189,457.256,11.27,6.957,6.804,8.632,6.553,7.233,13.009,7.278,19.826,9.149,8.65,62.881,73674.2640000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,121567.128,0.111,0.136,446.759,59.61,46379.46,46372.209,0.003,75187.666,62192430,62191406,10532,10532,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.1713001553,0.1713001553
22,2,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Bill_Self/Bill_Self_0001.jpg,False,False,0.8439903413048951,0.8439903413,138.97790837287903,137.03644180297852,1.9414665699005127,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.17,2.85,6%,2:16.60,0,0,0,0,343664,0,0,138935,90043,633,0,0,0,0,0,0,4096,0,0,375.912,483.183,465.97,10.947,7.392,6.217,10.358,6.412,8.025,15.2,7.484,19.377,10.328,6.88,64.32,80427.5920000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,134502.413,0.063,0.075,481.612,39.414,52538.925,52531.684,0.004,81963.485,62192430,62191406,10532,10532,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.8439903413,0.8439903413
