,Unnamed: 0,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_client,energy_server,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe.1
10,1,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0003.jpg,True,True,0.3939681053161621,0.3939681053,33.0872266292572,17.081612586975098,16.005614042282104,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.32,5.02,116%,0:16.66,0,0,0,0,139224,0,0,60469,67115,19490,0,0,0,0,0,0,4096,0,20.3268064218998,17.577678044176103,434.534,483.894,340.425,10.634,8.605,3.443,9.451,6.197,1.896,7.838,6.102,10.104,8.488,7.47,48.881,5166.43,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,10668.252,0.325,0.287,15.644,137.441,4084.297,4062.427,0.008,6583.947,19986910,19986398,10532,10532,19437193,19437193,19437184,19437193,0,0,549717,549205,0.3939681053,0.3939681053
11,2,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Lord_Hutton/Lord_Hutton_0001.jpg,False,False,1.0508317314088345,1.0508317947,33.10099697113037,17.10889744758606,15.992099523544312,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.3,4.98,115%,0:16.69,0,0,0,0,139268,0,0,60472,68644,21984,0,0,0,0,0,0,4096,0,18.488278849112987,17.960766666464806,431.536,480.439,330.478,10.447,7.828,3.255,7.659,6.512,1.788,11.968,7.315,11.032,9.058,7.26,46.505,5228.062,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,10726.526,0.284,0.28,14.141,134.846,4096.051,4073.905,0.008,6630.469,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,1.0508317947,1.0508317947
12,3,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Amanda_Plumer/Amanda_Plumer_0001.jpg,False,False,1.1336525827646255,1.1336525679,33.07838702201843,17.07828998565674,16.000097036361694,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.26,4.95,115%,0:16.67,0,0,0,0,139220,0,0,60467,68252,20996,0,0,0,0,0,0,4096,0,19.511536815719605,19.43786778402805,428.472,476.843,329.156,10.01,7.781,4.176,7.88,6.434,2.13,10.002,6.532,10.895,8.896,7.375,47.685,5186.648,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,10664.045,0.277,0.292,16.608,135.227,4083.654,4061.879,0.008,6580.385,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,1.1336525679,1.1336525679
13,0,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0002.jpg,True,True,0.4174290895462036,0.4174289703,32.947577238082886,17.008243322372437,15.93933391571045,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.35,4.77,115%,0:16.55,0,0,0,0,139292,0,0,60466,67972,21805,0,0,0,0,0,0,4096,0,18.003741261541848,19.73746687915993,431.712,480.973,330.867,8.68,8.371,3.481,8.737,6.841,2.029,8.525,6.359,11.134,8.179,7.11,45.325,5156.108,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,10624.579,0.276,0.275,14.551,135.471,4071.793,4050.102,0.008,6552.78,19986910,19986398,10532,10532,19437193,19437193,19437184,19437193,0,0,549717,549205,0.4174289703,0.4174289703
14,1,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/Fernando_Alonso/Fernando_Alonso_0001.jpg,False,False,0.873993843793869,0.873993814,33.09136986732483,17.069087743759155,16.022282123565674,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.11,5.14,115%,0:16.61,0,0,0,0,139264,0,0,60467,68514,21527,0,0,0,0,0,0,4096,0,20.48962273791313,18.22686701793766,427.94,480.463,337.745,8.756,8.121,3.26,9.204,6.944,1.856,8.948,7.236,11.081,7.709,7.384,46.807,5177.595,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,10675.725,0.29,0.335,13.138,134.9,4097.118,4075.358,0.009,6578.6,19986910,19986398,10532,10532,19437193,19437193,19437185,19437193,0,0,549717,549205,0.873993814,0.873993814
15,0,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0002.jpg,True,True,0.5645232200622559,0.5645231009,33.01363444328308,17.009759664535522,16.00387477874756,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.14,4.95,115%,0:16.59,0,0,0,0,139276,0,0,60469,66528,15666,0,0,0,0,0,0,4096,0,19.62019237373829,18.128263883128163,427.996,475.68,327.814,9.018,7.542,3.594,7.946,6.447,1.631,8.172,6.261,10.31,8.239,7.871,46.784,5162.805,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,10630.038,0.284,0.269,8.953,136.144,4080.914,4059.106,0.008,6549.116,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.5645231009,0.5645231009
16,1,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.jpg,False,True,0.7963259071111679,0.7963258028,33.040008306503296,17.025861501693726,16.01414680480957,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",13.9,5.2,115%,0:16.58,0,0,0,0,139132,0,0,60419,67188,18911,0,0,0,0,0,0,4096,0,18.07209783644557,17.108381202980517,431.556,482.754,336.478,7.779,7.679,3.212,8.237,6.885,1.702,10.397,6.15,10.961,7.632,7.428,50.48,5149.192,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,10634.998,0.294,0.27,81.985,140.534,4075.962,4054.312,0.009,6559.029,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.7963258028,0.7963258028
17,2,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Chuck_Eidson/Chuck_Eidson_0001.jpg,False,False,0.8168144673109055,0.8168144822,32.986836671829224,17.013274669647217,15.973562002182009,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.24,4.98,115%,0:16.60,0,0,0,0,139276,0,0,60472,68278,19278,0,0,0,0,0,0,4096,0,19.84792669475079,19.73435299795866,431.982,475.987,336.49,9.156,8.095,3.725,7.711,7.479,1.661,7.587,5.888,9.465,8.867,7.45,46.944,5154.52,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,10641.978,0.345,0.355,11.126,136.006,4089.788,4067.965,0.008,6552.182,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.8168144822,0.8168144822
18,3,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Jonathan_Schroeder/Jonathan_Schroeder_0001.jpg,False,False,0.9404286742210388,0.9404286742,33.08309483528137,17.105506896972656,15.977587938308716,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.32,4.8,114%,0:16.64,0,0,0,0,139172,0,0,60469,65215,15659,0,0,0,0,0,0,4096,0,18.64897989749909,19.799150328636173,433.441,480.215,326.781,8.786,7.978,3.134,8.402,6.617,1.686,10.364,6.39,11.17,7.771,6.96,48.106,5196.228,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,10691.706,0.367,0.288,7.871,135.546,4098.998,4077.252,0.008,6592.701,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.9404286742,0.9404286742
19,0,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,True,True,0.2804857492446899,0.2804858685,33.01582646369934,17.040619134902954,15.975207328796388,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.22,5.09,116%,0:16.63,0,0,0,0,139220,0,0,60469,68319,20341,0,0,0,0,0,0,4096,0,17.538548704378606,19.524460058748726,429.633,479.831,328.907,10.204,8.732,3.935,6.977,6.294,1.967,7.301,6.147,10.97,8.494,7.143,46.824,5132.541,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,10629.728,0.327,0.318,16.462,137.722,4104.478,4082.654,0.016,6525.244,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.2804858685,0.2804858685
20,1,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,True,True,0.1713001728057861,0.1713000536,33.068129539489746,17.020585775375366,16.04754376411438,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.03,5.21,115%,0:16.60,0,0,0,0,139060,0,0,60414,69003,22808,0,0,0,0,0,0,4096,0,18.59147793273926,19.40654902735949,431.975,481.125,333.55,9.361,8.191,3.42,8.161,6.732,1.772,7.669,6.021,9.79,8.173,7.16,51.0,5211.643,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,10681.259,0.318,0.333,15.816,135.039,4067.073,4044.986,0.009,6614.179,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.1713000536,0.1713000536
21,2,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Rob_Lowe/Rob_Lowe_0001.jpg,False,False,0.9061589539051056,0.9061589241,32.974607706069946,17.009031295776367,15.96557641029358,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",13.95,5.3,116%,0:16.58,0,0,0,0,139304,0,0,60466,67469,18654,0,0,0,0,0,0,4096,0,20.035047316551204,20.097898835773474,430.721,481.887,336.779,9.757,7.66,2.813,7.643,6.404,1.752,10.419,6.278,10.98,8.249,6.96,50.223,5146.85,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,10646.376,0.3,0.282,12.972,134.999,4092.384,4070.549,0.007,6553.986,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.9061589241,0.9061589241
22,3,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Mitchell_McLaughlin/Mitchell_McLaughlin_0001.jpg,False,False,0.9261566996574402,0.9261566997,33.11139941215515,17.067686319351196,16.043713092803955,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.12,5.07,115%,0:16.64,0,0,0,0,139252,0,0,60466,65894,17889,0,0,0,0,0,0,4096,0,16.055217078670267,20.228527400086648,425.501,477.905,329.178,9.525,8.035,2.981,7.413,5.797,1.838,7.734,5.85,9.003,8.434,7.695,49.275,5146.78,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,10644.311,0.286,0.278,15.009,136.953,4112.503,4090.887,0.008,6531.802,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.9261566997,0.9261566997
