,Unnamed: 0,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe.1
10,0,lfw/Ed_Rosenthal/Ed_Rosenthal_0001.jpg,lfw/Ed_Rosenthal/Ed_Rosenthal_0002.jpg,True,True,0.5481773912906647,0.5481774211,8.606896877288818,6.679175615310669,1.9277212619781492,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.81,0.52,37%,0:06.24,0,0,0,0,156988,0,0,64224,58152,24,0,0,0,0,0,0,4096.0,0.0,0.0,55.606,59.025,49.285,1.841,1.376,0.843,1.413,1.244,0.967,1.834,1.43,2.421,1.689,1.29,10.777,3285.711,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1.0,1339400.0,8080.0,5544.673,0.108,0.121,11.899,24.176,2060.977,2058.527,0.004,3483.695,19986910,19986398,10532,10523,19437193,19443794,19437193,19443794,0,0.0,549717.0,542604.0,0.5481774211,0.5481774211
11,1,lfw/Ed_Rosenthal/Ed_Rosenthal_0001.jpg,lfw/Ed_Rosenthal/Ed_Rosenthal_0003.jpg,True,True,0.4759789109230041,0.4759789109,8.41312313079834,6.479483366012573,1.9336397647857664,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.76,0.36,35%,0:06.04,0,0,0,0,157692,0,0,64455,58074,15,0,0,0,0,0,0,4096.0,0.0,0.0,45.969,46.175,37.374,1.451,1.134,0.702,1.094,1.098,0.588,1.408,1.145,1.384,1.315,1.129,7.946,3092.836,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1.0,1339400.0,8080.0,5333.598,0.107,0.135,27.773,23.075,2085.131,2082.479,0.003,3248.466,19986910,19986398,10532,10523,19437193,19443794,19437193,19437193,0,0.0,549717.0,542604.0,0.4759789109,0.4759789109
12,2,lfw/Ed_Rosenthal/Ed_Rosenthal_0001.jpg,lfw/Rosalie_Perkov/Rosalie_Perkov_0001.jpg,False,False,0.8677010536193848,0.8677010536,8.390625476837158,6.466319561004639,1.9243059158325195,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.64,0.44,34%,0:06.01,0,0,0,0,157896,0,0,64459,57785,11,0,0,0,0,0,0,4096.0,0.0,0.0,48.47,48.291,38.738,1.555,1.487,0.703,1.225,1.099,0.617,1.471,1.126,1.576,1.337,1.081,8.407,3072.959,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1.0,1339400.0,8080.0,5315.373,0.102,0.142,11.086,26.031,2079.152,2076.658,0.003,3236.221,19986910,19986398,10532,10532,19437193,19443794,19437193,19437202,0,0.0,549717.0,542604.0,0.8677010536,0.8677010536
13,3,lfw/Ed_Rosenthal/Ed_Rosenthal_0001.jpg,lfw/Sepp_Blatter/Sepp_Blatter_0002.jpg,False,False,0.9479838758707048,0.947983861,8.364512920379639,6.4437901973724365,1.920722723007202,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.82,0.38,36%,0:05.98,0,0,0,0,156736,0,0,64142,57361,13,0,0,0,0,0,0,4096.0,0.0,0.0,49.493,49.655,39.626,1.712,1.33,0.82,1.363,1.158,0.742,1.687,1.366,1.897,1.476,1.131,9.442,3078.552,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1.0,1339400.0,8080.0,5290.204,0.098,0.145,13.822,27.765,2043.567,2041.032,0.004,3246.636,19986910,19986398,10532,10523,19437193,19443794,19437193,19437202,0,0.0,549717.0,542604.0,0.947983861,0.947983861
14,0,lfw/Ed_Smart/Ed_Smart_0001.jpg,lfw/Ed_Smart/Ed_Smart_0002.jpg,True,True,0.5353540778160095,0.5353540182,8.593691349029541,6.675623655319214,1.9180676937103271,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.94,0.42,37%,0:06.23,0,0,0,0,157136,0,0,64228,57641,15,0,0,0,0,0,0,4096.0,0.0,0.0,55.109,58.731,48.994,1.896,1.389,0.908,1.506,1.31,0.903,1.796,1.468,2.116,1.701,1.297,11.002,3258.437,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1.0,1339400.0,8080.0,5543.903,0.102,0.139,8.235,19.383,2089.166,2086.515,0.005,3454.736,19986910,19986398,10532,10523,19437193,19443794,19437193,19437202,0,0.0,549717.0,542604.0,0.5353540182,0.5353540182
15,1,lfw/Ed_Smart/Ed_Smart_0001.jpg,lfw/Ed_Smart/Ed_Smart_0003.jpg,False,True,0.8849876821041107,0.8849876523,8.352746963500977,6.435403347015381,1.917343616485596,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.64,0.41,34%,0:05.99,0,0,0,0,157900,0,0,64459,57740,25,0,0,0,0,0,0,4096.0,0.0,0.0,44.792,46.299,34.731,1.297,1.036,0.625,0.9,0.945,0.425,1.208,0.925,1.069,1.119,0.917,5.635,3087.308,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1.0,1339400.0,8080.0,5271.059,0.102,0.133,42.685,23.124,2037.049,2034.424,0.005,3234.009,19986910,19986398,10532,10532,19437193,19443794,19437193,19443794,0,0.0,549717.0,542604.0,0.8849876523,0.8849876523
16,2,lfw/Ed_Smart/Ed_Smart_0001.jpg,lfw/Mark_Schweiker/Mark_Schweiker_0001.jpg,False,False,0.8999408185482025,0.8999407887,8.45862603187561,6.538684129714966,1.9199419021606443,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.65,0.42,33%,0:06.12,0,0,0,0,157896,0,0,64456,57275,12,0,0,0,0,0,0,4096.0,0.0,0.0,46.585,47.191,35.745,1.251,0.989,0.446,0.931,0.959,0.499,1.184,0.92,0.703,1.211,0.974,5.683,3130.0309999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1.0,1339400.0,8080.0,5373.265,0.099,0.132,64.036,24.65,2093.192,2090.279,0.004,3280.07,19986910,19986398,10532,10532,19437193,19443794,19437193,19437193,0,0.0,549717.0,542604.0,0.8999407887,0.8999407887
17,3,lfw/Ed_Smart/Ed_Smart_0001.jpg,lfw/Amy_Yasbeck/Amy_Yasbeck_0001.jpg,False,False,0.7506173253059387,0.7506172657,8.433716297149658,6.502702951431274,1.931013345718384,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.72,0.33,33%,0:06.06,0,0,0,0,157920,0,0,64460,58137,965,0,0,0,0,0,0,4096.0,0.0,0.0,47.349,46.853,37.045,1.355,1.046,0.681,1.135,1.014,0.463,1.349,1.028,1.244,1.258,0.993,6.792,3076.533,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1.0,1339400.0,8080.0,5317.362,0.103,0.137,48.684,25.927,2085.53,2082.944,0.004,3231.83,19986910,19986398,10532,10523,19437193,19443794,19437193,19437202,0,0.0,549717.0,542604.0,0.7506172657,0.7506172657
18,0,lfw/Eddie_Sutton/Eddie_Sutton_0001.jpg,lfw/Ralph_Nader/Ralph_Nader_0001.jpg,False,False,0.7480893731117249,0.7480894327,8.369041681289673,6.438546419143677,1.930495262145996,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.74,0.35,35%,0:05.99,0,0,0,0,156416,0,0,64139,57546,176,0,0,0,0,0,0,4096.0,0.0,0.0,47.827,46.851,35.397,1.289,0.892,0.435,0.95,0.957,0.57,1.227,0.879,1.021,1.118,0.936,6.094,3113.0239999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1.0,1339400.0,8080.0,5288.462,0.112,0.146,19.73,20.579,2023.423,2020.901,0.003,3265.037,19986910,19986398,10532,10523,19437193,19443794,19437193,19437193,0,0.0,549717.0,542604.0,0.7480894327,0.7480894327
19,0,lfw/Eddy_Merckx/Eddy_Merckx_0001.jpg,lfw/Eddy_Merckx/Eddy_Merckx_0002.jpg,False,True,0.7477948367595673,0.747794807,8.442669153213501,6.529186010360718,1.9134831428527832,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.72,0.38,34%,0:06.07,0,0,0,0,157760,0,0,64453,57709,21,0,0,0,0,0,0,4096.0,0.0,0.0,45.693,46.535,36.823,1.428,1.04,0.647,1.202,1.025,0.637,1.396,1.084,1.538,1.255,1.069,8.054,3068.306,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1.0,1339400.0,8080.0,5338.965,0.102,0.118,55.627,22.945,2116.269,2113.607,0.004,3222.694,19986910,19986398,10532,10523,19437193,19443794,19437193,19437202,0,0.0,549717.0,542604.0,0.747794807,0.747794807
20,1,lfw/Eddy_Merckx/Eddy_Merckx_0001.jpg,lfw/Lisa_Girman/Lisa_Girman_0001.jpg,False,False,0.93914682418108,0.9391468763,8.515939712524414,6.581782341003418,1.934157371520996,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.75,0.35,34%,0:06.13,0,0,0,0,157912,0,0,64460,57615,9,0,0,0,0,0,0,4096.0,0.0,0.0,46.115,46.832,35.692,1.388,1.095,0.543,1.079,1.013,0.503,1.263,0.977,1.186,1.234,1.003,6.703,3108.903,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1.0,1339400.0,8080.0,5361.404,0.103,0.128,82.649,23.812,2100.921,2098.098,0.004,3260.482,19986910,19986398,10532,10523,19437193,19443794,19437193,19443794,0,0.0,549717.0,542604.0,0.9391468763,0.9391468763
21,0,lfw/Edie_Falco/Edie_Falco_0001.jpg,lfw/Edie_Falco/Edie_Falco_0002.jpg,False,True,0.7034599184989929,0.7034598589,8.438368797302246,6.513306379318237,1.9250624179840088,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.67,0.35,33%,0:06.06,0,0,0,0,157692,0,0,64459,57494,16,0,0,0,0,0,0,4096.0,0.0,0.0,44.96,44.817,36.492,1.275,0.986,0.457,0.848,0.948,0.432,1.155,0.973,1.084,1.026,0.937,5.673,3098.526,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1.0,1339400.0,8080.0,5322.289,0.103,0.126,58.76,22.252,2076.157,2073.343,0.003,3246.131,19986910,19986398,10532,10532,19437193,19443794,19437193,19443794,0,0.0,549717.0,542604.0,0.7034598589,0.7034598589
22,1,lfw/Edie_Falco/Edie_Falco_0001.jpg,lfw/Hilmi_Ozkok/Hilmi_Ozkok_0002.jpg,False,False,1.0265553295612335,1.0265552998,8.361445665359497,6.4221580028533936,1.9392876625061035,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.75,0.3,34%,0:05.99,0,0,0,0,158072,0,0,64461,58426,10,0,0,0,0,0,0,4096.0,0.0,0.0,46.31,47.304,34.929,1.132,0.949,0.576,0.885,0.903,0.411,1.125,0.829,0.74,1.131,0.865,5.384,3082.179,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1.0,1339400.0,8080.0,5278.44,0.103,0.135,5.04,17.723,2048.166,2044.138,0.004,3230.271,19986910,19986398,10532,10532,19437193,19443794,19437193,19443794,0,0.0,549717.0,542604.0,1.0265552998,1.0265552998
