,Unnamed: 0,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_client,energy_server,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe.1
10,0,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0002.jpg,True,True,0.3585660457611084,0.3585660458,86.44101643562317,57.424991607666016,29.016024827957157,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.02,9.04,70%,0:56.80,0,0,0,0,145764,0,0,61865,71664,47996,0,0,0,0,0,0,4096,0,not measured,not measured,831.864,915.804,744.387,18.55,14.68,7.398,16.237,13.487,5.404,15.407,12.373,20.32,14.841,13.323,91.02,32043.0269999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43854.643,0.679,0.556,130.468,1682.792,9017.559,8975.337,0.012,34837.073,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.3585660458,0.3585660458
11,1,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0003.jpg,True,True,0.3939683437347412,0.3939682245,84.95818996429443,55.8597264289856,29.09846353530884,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.05,9.3,73%,0:55.20,0,0,0,0,142380,0,0,60967,72281,45740,0,0,0,0,0,0,4096,0,not measured,not measured,838.472,914.852,733.738,20.761,16.561,5.053,16.099,13.351,6.078,14.241,12.466,20.184,14.739,12.423,93.368,30476.93,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42219.72,0.595,0.5,94.2,1671.997,8951.437,8909.797,0.012,33268.27,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.3939682245,0.3939682245
12,2,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Rupert_Grint/Rupert_Grint_0001.jpg,False,False,0.9796580877155066,0.9796580672,85.04148459434509,56.006033182144165,29.035451412200928,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.69,9.54,72%,0:55.38,0,0,0,0,145548,0,0,61786,72624,45884,0,0,0,0,0,0,4096,0,not measured,not measured,860.344,925.252,756.496,19.199,14.604,6.497,15.897,14.934,6.338,17.063,13.024,17.668,13.984,13.362,92.466,30539.8100000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42533.073,0.568,0.492,231.216,1693.831,9142.783,9101.011,0.012,33390.277,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.9796580672,0.9796580672
13,3,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Evan_Rachel_Wood/Evan_Rachel_Wood_0002.jpg,False,False,1.197022095322609,1.1970221996,85.2477719783783,56.06223940849304,29.18553256988525,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.15,8.81,72%,0:55.41,0,0,0,0,143736,0,0,61339,71159,47276,0,0,0,0,0,0,4096,0,not measured,not measured,853.284,928.692,727.204,20.336,14.597,5.6,15.418,13.938,6.043,15.699,12.37,20.098,14.51,12.541,95.184,30532.5199999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42369.177,0.749,0.648,170.034,1689.26,9017.309,8974.997,0.013,33351.857,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,1.1970221996,1.1970221996
14,0,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0002.jpg,True,True,0.4174291491508484,0.4174290299,84.78506803512573,55.77097058296204,29.014097452163696,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.85,9.5,73%,0:55.15,0,0,0,0,145836,0,0,61862,71919,46135,0,0,0,0,0,0,4096,0,not measured,not measured,843.486,922.751,734.903,19.158,14.973,5.565,13.817,12.612,6.059,16.479,12.984,20.474,14.419,13.327,94.007,30439.6679999998,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42303.444,0.806,0.522,39.047,1677.469,9055.568,9013.322,0.011,33247.864,27761639,27761118,29211,29220,27211922,27211913,27211904,27211913,0,0,549717,549205,0.4174290299,0.4174290299
15,1,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/Andrew_Jarecki/Andrew_Jarecki_0001.jpg,False,False,1.0036337908823043,1.0036337376,85.5200777053833,56.15898156166077,29.36109614372253,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.72,9.06,71%,0:55.49,0,0,0,0,144064,0,0,61416,71991,47636,0,0,0,0,0,0,4096,0,not measured,not measured,863.28,920.742,754.369,19.763,16.462,5.728,14.721,13.253,5.851,17.48,12.561,22.557,13.793,14.332,97.297,30680.4330000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42633.886,0.555,0.513,119.211,1678.182,9105.78,9061.666,0.024,33528.093,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,1.0036337376,1.0036337376
16,0,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0002.jpg,True,True,0.5645234286785126,0.5645234585,85.05989575386047,56.07831907272339,28.981576681137085,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.0,8.92,72%,0:55.45,0,0,0,0,144040,0,0,61415,71995,47123,0,0,0,0,0,0,4096,0,not measured,not measured,849.74,924.358,735.957,19.916,16.279,5.414,15.614,14.305,5.185,14.669,14.045,18.351,13.662,13.622,98.171,30596.8550000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42502.344,0.678,0.657,136.693,1669.874,9085.311,9043.161,0.012,33417.023,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.5645234585,0.5645234585
17,1,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.jpg,False,True,0.7963256239891052,0.7963255644,85.36062169075012,56.04063081741333,29.319990873336792,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.09,9.28,72%,0:55.35,0,0,0,0,143672,0,0,61336,72299,45254,0,0,0,0,0,0,4096,0,not measured,not measured,856.14,920.444,739.888,19.814,15.764,6.112,13.418,12.999,6.709,18.122,13.695,22.142,15.899,12.562,98.208,30528.6949999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42313.538,0.75,0.535,191.964,1679.598,8955.38,8913.257,0.013,33358.148,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.7963255644,0.7963255644
18,2,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Darin_Erstad/Darin_Erstad_0001.jpg,False,False,0.9105262383818626,0.910526216,85.10965514183044,56.10054016113281,29.009114980697632,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.89,9.42,72%,0:55.41,0,0,0,0,143980,0,0,61413,72372,45782,0,0,0,0,0,0,4096,0,not measured,not measured,841.741,916.398,751.471,19.319,14.869,5.521,16.394,14.923,5.562,15.41,12.926,18.513,14.48,13.106,102.995,30598.284,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42359.174,0.865,0.52,289.645,1683.581,8937.76,8894.605,0.012,33421.401,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.910526216,0.910526216
19,3,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Blythe_Hartley/Blythe_Hartley_0001.jpg,False,False,0.8359604030847549,0.8359603882,85.86928272247314,56.10210514068604,29.76717758178711,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.01,9.31,72%,0:55.45,0,0,0,0,145796,0,0,61868,72350,48747,0,0,0,0,0,0,4096,0,not measured,not measured,869.953,931.554,788.518,18.514,15.023,6.216,14.923,14.316,5.604,14.977,12.738,16.795,15.138,12.833,97.856,30544.786,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42533.783,0.817,0.536,219.327,1657.209,9092.626,9050.784,0.012,33441.145,27761630,27761118,29220,29220,27211913,27211913,27211905,27211913,0,0,549717,549205,0.8359603882,0.8359603882
20,0,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,True,True,0.2804858684539795,0.2804861069,85.36357593536377,55.898759603500366,29.464816331863403,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.9,9.38,72%,0:55.27,0,0,0,0,144004,0,0,61414,72708,47058,0,0,0,0,0,0,4096,0,not measured,not measured,859.661,916.087,760.304,22.122,16.007,5.569,15.555,14.662,5.684,17.439,13.099,23.783,13.937,13.322,97.552,30595.979,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42393.776,0.675,0.523,99.117,1693.111,8943.036,8901.236,0.012,33450.729,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.2804861069,0.2804861069
21,1,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,True,True,0.1713001132011413,0.1713001728,85.35352230072021,56.28459405899048,29.068928241729736,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.2,9.16,72%,0:55.64,0,0,0,0,147256,0,0,62233,72594,44727,0,0,0,0,0,0,4096,0,not measured,not measured,845.747,913.978,732.619,19.917,15.759,6.455,15.397,13.737,5.132,15.282,12.536,19.473,13.913,13.292,93.707,30611.777,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42613.379,0.718,0.517,218.162,1684.257,9206.197,9164.042,0.013,33407.171,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.1713001728,0.1713001728
22,2,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Mark_Martin/Mark_Martin_0001.jpg,False,False,0.8153783977031708,0.8153783679,85.7879433631897,55.80706453323364,29.98087882995605,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.9,9.23,72%,0:55.14,0,0,0,0,144036,0,0,61416,70814,43737,0,0,0,0,0,0,4096,0,not measured,not measured,852.966,924.195,729.545,19.485,16.278,6.008,14.651,14.413,5.587,17.37,12.698,22.9,13.53,12.515,94.94,30576.609,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42376.702,0.663,0.521,27.623,1686.851,8982.838,8940.573,0.012,33393.852,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.8153783679,0.8153783679
